Date,Team,Acquired,Relinquished,Notes
2021-11-24,Bulls,,Marko Simonovic,placed on IL
2021-11-24,Bulls,Alex Caruso,,activated from IL
2021-11-24,Bulls,Nikola Vucevic,,activated from IL
2021-11-24,Cavaliers,Cedi Osman,,activated from IL
2021-11-24,Celtics,,Robert Williams III,placed on IL with illness
2021-11-24,Grizzlies,Dillon Brooks,,activated from IL
2021-11-24,Hornets,P.J. Washington,,activated from IL
2021-11-24,Jazz,,Udoka Azubuike,placed on IL
2021-11-24,Jazz,Malik Fitts,,activated from IL
2021-11-24,Kings,,Richaun Holmes,placed on IL with right eye injury
2021-11-24,Kings,Louis King,,activated from IL
2021-11-24,Magic,,Cole Anthony,placed on IL with sprained right ankle
2021-11-24,Nuggets,,P.J. Dozier,placed on IL with torn ACL in left knee
2021-11-24,Pelicans,Devonte' Graham,,activated from IL
2021-11-24,Raptors,,Khem Birch,placed on IL with right knee injury
2021-11-24,Raptors,Yuta Watanabe,,activated from IL
2021-11-24,Rockets,Kevin Porter Jr.,,activated from IL
2021-11-24,Timberwolves,Josh Okogie,,activated from IL
2021-11-24,Wizards,,Cassius Winston,placed on IL
2021-11-24,Wizards,,Isaiah Todd,placed on IL
2021-11-26,Blazers,,Trendon Watford,placed on IL
2021-11-26,Blazers,Anfernee Simons,,activated from IL
2021-11-26,Celtics,,Sam Hauser,placed on IL
2021-11-26,Clippers,,B.J. Boston Jr.,placed on IL
2021-11-26,Grizzlies,De'Anthony Melton,,activated from IL
2021-11-26,Hornets,,Mason Plumlee,placed on IL with strained right calf
2021-11-26,Kings,,Harrison Barnes,placed on IL with sprained right foot
2021-11-26,Knicks,Mitchell Robinson,,activated from IL
2021-11-26,Mavericks,Reggie Bullock,,activated from IL
2021-11-26,Raptors,,Yuta Watanabe,placed on IL with strained left calf
2021-11-26,Rockets,,Jalen Green,placed on IL with strained left hamstring
2021-11-26,Spurs,,Devin Vassell,placed on IL with bruised right quadriceps
2021-11-26,Thunder,Shai Gilgeous-Alexander,,activated from IL
2021-11-26,Timberwolves,,McKinley Wright IV,placed on IL
2021-11-26,Timberwolves,,Patrick Beverley,placed on IL with strained left adductor
2021-11-27,76ers,Joel Embiid,,activated from IL
2021-11-27,76ers,Tobias Harris,,activated from IL
2021-11-27,Cavaliers,,Dean Wade,placed on IL with strained left calf
2021-11-27,Cavaliers,,R.J. Nembhard Jr.,placed on IL
2021-11-27,Cavaliers,Evan Mobley,,activated from IL
2021-11-27,Cavaliers,Lamar Stevens,,activated from IL
2021-11-27,Celtics,,Dennis Schröder,placed on IL with sprained right ankle
2021-11-27,Celtics,Josh Richardson,,activated from IL
2021-11-27,Heat,Marcus Garrett,,activated from IL
2021-11-27,Jazz,,Malik Fitts,placed on IL
2021-11-27,Jazz,,Royce O'Neale,"placed on IL with ankle, foot injuries"
2021-11-27,Knicks,,Nerlens Noel,placed on IL with sore right knee
2021-11-27,Mavericks,,Jalen Brunson,placed on IL with left foot injury
2021-11-27,Mavericks,JaQuori McLaughlin,,activated from IL
2021-11-27,Nets,Bruce Brown,,activated from IL
2021-11-27,Wizards,,Spencer Dinwiddie,placed on IL with right knee injury
2021-11-27,Jazz,,Udoka Azubuike,placed on IL with right ankle injury
2021-11-28,Blazers,,Norman Powell,placed on IL with bruised right quadriceps
2021-11-28,Grizzlies,,Ja Morant,placed on IL with sprained left knee
2021-11-28,Hawks,,Bogdan Bogdanovic,placed on IL with sprained right ankle
2021-11-28,Hawks,,Cam Reddish,placed on IL with sprained left wrist
2021-11-28,Pistons,Killian Hayes,,activated from IL
2021-11-28,Raptors,,Gary Trent Jr.,placed on IL with right calf injury
2021-11-28,Raptors,Yuta Watanabe,,activated from IL
2021-11-28,Thunder,,Kenrich Williams,placed on IL with sprained right ankle
2021-11-29,Blazers,Trendon Watford,,activated from IL
2021-11-29,Cavaliers,,Cedi Osman,placed on IL with sore lower back
2021-11-29,Clippers,,Marcus Morris,placed on IL
2021-11-29,Clippers,B.J. Boston Jr.,,activated from IL
2021-11-29,Heat,,Jimmy Butler,placed on IL with tailbone injury
2021-11-29,Heat,,Tyler Herro,placed on IL with body soreness
2021-11-29,Kings,Richaun Holmes,,activated from IL
2021-11-29,Mavericks,,JaQuori McLaughlin,placed on IL
2021-11-29,Mavericks,,Willie Cauley-Stein,placed on IL with illness
2021-11-29,Mavericks,Jalen Brunson,,activated from IL
2021-11-29,Nuggets,,JaMychal Green,placed on IL with sprained left elbow
2021-11-29,Nuggets,Bones Hyland,,activated from IL
2021-11-29,Nuggets,Nikola Jokic,,activated from IL
2021-11-29,Pacers,,Myles Turner,placed on IL with illness
2021-11-29,Rockets,,D.J. Augustine,placed on IL with NBA health and safety protocols
2021-11-29,Spurs,Devontae Cacok,,activated from IL
2021-11-29,Thunder,,Derrick Favors,placed on IL with illness
2021-11-29,Timberwolves,,Jaden McDaniels,placed on IL with flu
2021-11-29,Wizards,Spencer Dinwiddie,,activated from IL
2021-11-29,Rockets,,Usman Garuba,placed on IL with bruised right thigh
2021-11-30,Blazers,,Damian Lillard,placed on IL with abdominal injury
2021-11-30,Blazers,,Nassir Little,placed on IL with sprained left ankle
2021-11-30,Blazers,Keljin Blevins,,activated from IL
2021-11-30,Celtics,Dennis Schröder,,activated from IL
2021-11-30,Celtics,Robert Williams III,,activated from IL
2021-11-30,Grizzlies,,Ziaire Williams,placed on IL with sore left knee
2021-11-30,Kings,,Marvin Bagley III,placed on IL with illness
2021-11-30,Kings,,Moe Harkless,placed on IL with sore left knee
2021-11-30,Knicks,,Jericho Sims,placed on IL
2021-11-30,Knicks,Derrick Rose,,activated from IL
2021-11-30,Knicks,Nerlens Noel,,activated from IL
2021-11-30,Knicks,Taj Gibson,,activated from IL
2021-11-30,Lakers,,LeBron James,placed on IL with NBA health and safety protocols
2021-11-30,Magic,,Jalen Suggs,placed on IL with fractured right thumb
2021-11-30,Magic,Cole Anthony,,activated from IL
2021-11-30,Pacers,,Justin Holiday,placed on IL with NBA health and safety protocols
2021-12-01,Bulls,,Coby White,placed on IL with NBA health and safety protocols
2021-12-01,Clippers,Jay Scrubb,,activated from IL
2021-12-01,Clippers,Marcus Morris,,activated from IL
2021-12-01,Heat,,Bam Adebayo,placed on IL with surgery on right thumb to repair torn ligament
2021-12-01,Heat,Tyler Herro,,activated from IL
2021-12-01,Hornets,,Kai Jones,placed on IL
2021-12-01,Hornets,J.T. Thor,,activated from IL
2021-12-01,Kings,Neemias Queta,,activated from IL
2021-12-01,Mavericks,Eugene Omoruyi,,activated from IL
2021-12-01,Mavericks,JaQuori McLaughlin,,activated from IL
2021-12-01,Nuggets,,Austin Rivers,placed on IL with NBA health and safety protocols
2021-12-01,Nuggets,,Bones Hyland,placed on IL with NBA health and safety protocols
2021-12-01,Nuggets,JaMychal Green,,activated from IL
2021-12-01,Pacers,Myles Turner,,activated from IL
2021-12-01,Thunder,,Josh Giddey,placed on IL with illness
2021-12-01,Thunder,,Mike Muscala,placed on IL with sore right ankle
2021-12-01,Wizards,,Aaron Holiday,placed on IL with illness
2021-12-01,Wizards,Cassius Winston,,activated from IL
2021-12-02,Blazers,Norman Powell,,activated from IL
2021-12-02,Grizzlies,,Kyle Anderson,placed on IL with sore back
2021-12-02,Jazz,Royce O'Neale,,activated from IL
2021-12-02,Knicks,,Nerlens Noel,placed on IL with sore right knee
2021-12-02,Knicks,,R.J. Barrett,placed on IL with illness
2021-12-02,Lakers,LeBron James,,activated from IL
2021-12-02,Pacers,,T.J. McConnell,placed on IL with right wrist injury (surgery)
2021-12-02,Raptors,Gary Trent Jr.,,activated from IL
2021-12-02,Rockets,D.J. Augustine,,activated from IL
2021-12-02,Spurs,,Devontae Cacok,placed on IL
2021-12-02,Spurs,Devin Vassell,,activated from IL
2021-12-02,Spurs,Doug McDermott,,activated from IL
2021-12-02,Thunder,,Shai Gilgeous-Alexander,placed on IL with concussion
2021-12-02,Thunder,Mike Muscala,,activated from IL
2021-12-02,Thunder,Kenrich Williams,,activated from IL
2021-12-02,Nets,Nic Claxton,,activated from IL
2021-12-03,Blazers,,Anfernee Simons,placed on IL with sprained right ankle
2021-12-03,Bulls,,Javonte Green,placed on IL with NBA health and safety protocols
2021-12-03,Celtics,,Jaylen Brown,placed on IL with right hamstring injury
2021-12-03,Clippers,,Jay Scrubb,placed on IL
2021-12-03,Jazz,,Elijah Hughes,placed on IL with strained adductor muscle
2021-12-03,Kings,Marvin Bagley III,,activated from IL
2021-12-03,Mavericks,,JaQuori McLaughlin,placed on IL
2021-12-03,Mavericks,,Kristaps Porzingis,placed on IL with bruised left knee
2021-12-03,Mavericks,Frank Ntilikina,,activated from IL
2021-12-03,Nets,,Kessler Edwards,placed on IL
2021-12-03,Pelicans,,Josh Hart,placed on IL with sore left knee
2021-12-03,Wizards,,Cassius Winston,placed on IL
2021-12-03,Wizards,Aaron Holiday,,activated from IL
2021-12-03,Wizards,Isaiah Todd,,activated from IL
2021-12-04,Bucks,,George Hill,placed on IL with hyperextended right knee
2021-12-04,Bucks,,Giannis Antetokounmpo,placed on IL with right calf injury
2021-12-04,Bucks,,Grayson Allen,placed on IL with illness
2021-12-04,Bulls,Marko Simonovic,,activated from IL
2021-12-04,Celtics,,Al Horford,placed on IL with back injury
2021-12-04,Celtics,,Romeo Langford,placed on IL with sprained left ankle
2021-12-04,Grizzlies,,Brandon Clarke,placed on IL with sore right knee
2021-12-04,Grizzlies,Yves Pons,,activated from IL
2021-12-04,Hornets,,Jalen McDaniels,placed on IL with NBA health and safety protocols
2021-12-04,Hornets,,LaMelo Ball,placed on IL with NBA health and safety protocols
2021-12-04,Hornets,,Mason Plumlee,placed on IL with NBA health and safety protocols
2021-12-04,Hornets,,Terry Rozier,placed on IL with NBA health and safety protocols
2021-12-04,Knicks,Nerlens Noel,,activated from IL
2021-12-04,Knicks,R.J. Barrett,,activated from IL
2021-12-04,Mavericks,,Luka Doncic,placed on IL with sore left ankle
2021-12-04,Mavericks,JaQuori McLaughlin,,activated from IL
2021-12-04,Nuggets,,Bol Bol,placed on IL with NBA health and safety protocols
2021-12-04,Rockets,,Kevin Porter Jr.,placed on IL with bruised left thigh
2021-12-04,Spurs,,Devin Vassell,placed on IL with bruised right quadriceps
2021-12-04,Spurs,,Keita Bates-Diop,placed on IL with sprained right ankle
2021-12-04,Warriors,,Otto Porter Jr.,placed on IL with left foot injury
2021-12-04,Jazz,Elijah Hughes,,activated from IL
2021-12-04,Kings,Robert Woodard II,,activated from IL
2021-12-05,Cavaliers,Cedi Osman,,activated from IL
2021-12-05,Hornets,Kai Jones,,activated from IL
2021-12-05,Hornets,Scottie Lewis,,activated from IL
2021-12-05,Hornets,Vernon Carey Jr.,,activated from IL
2021-12-05,Jazz,,Hassan Whiteside,placed on IL with glute muscle injury
2021-12-05,Pistons,,Hamidou Diallo,placed on IL with facial injury
2021-12-05,Thunder,Derrick Favors,,activated from IL
2021-12-05,Thunder,Josh Giddey,,activated from IL
2021-12-05,Warriors,Otto Porter Jr.,,activated from IL
2021-12-05,Wizards,Cassius Winston,,activated from IL
2021-12-06,76ers,,Tyrese Maxey,placed on IL with illness
2021-12-06,Blazers,,C.J. McCollum,placed on IL with bruised ribs
2021-12-06,Bucks,Giannis Antetokounmpo,,activated from IL
2021-12-06,Bucks,Grayson Allen,,activated from IL
2021-12-06,Bulls,,Alex Caruso,placed on IL with strained right hamstring
2021-12-06,Bulls,,DeMar DeRozan,placed on IL with NBA health and safety protocols
2021-12-06,Cavaliers,,Dylan Windler,placed on IL
2021-12-06,Celtics,Al Horford,,activated from IL
2021-12-06,Celtics,Romeo Langford,,activated from IL
2021-12-06,Grizzlies,Ziaire Williams,,activated from IL
2021-12-06,Hawks,,Solomon Hill,placed on IL with right hamstring injury (out for season)
2021-12-06,Heat,Jimmy Butler,,activated from IL
2021-12-06,Hornets,,Ish Smith,placed on IL with NBA health and safety protocols
2021-12-06,Spurs,Keita Bates-Diop,,activated from IL
2021-12-06,Thunder,Shai Gilgeous-Alexander,,activated from IL
2021-12-06,Timberwolves,,D'Angelo Russell,placed on IL with sore right ankle
2021-12-06,Timberwolves,,Jaylen Nowell,placed on IL with back spasms
2021-12-06,Timberwolves,Jaden McDaniels,,activated from IL
2021-12-06,Wizards,,Cassius Winston,placed on IL
2021-12-06,Wizards,,Spencer Dinwiddie,placed on IL with right knee injury
2021-12-07,Celtics,,Bruno Fernando,placed on IL with lower back spasms
2021-12-07,Celtics,,Jabari Parker,placed on IL with illness
2021-12-07,Grizzlies,,Ziaire Williams,placed on IL with sprained left ankle
2021-12-07,Heat,,Jimmy Butler,placed on IL with tailbone injury
2021-12-07,Mavericks,,JaQuori McLaughlin,placed on IL
2021-12-07,Mavericks,,Sterling Brown,placed on IL with sore left foot
2021-12-07,Mavericks,Kristaps Porzingis,,activated from IL
2021-12-07,Mavericks,Luka Doncic,,activated from IL
2021-12-07,Nets,David Duke Jr.,,activated from IL
2021-12-07,Rockets,,Danuel House Jr.,placed on IL with sprained left ankle
2021-12-08,76ers,Tyrese Maxey,,activated from IL
2021-12-08,Blazers,,Cody Zeller,placed on IL with bruised right quadriceps / fractured patella in right knee
2021-12-08,Blazers,Nassir Little,,activated from IL
2021-12-08,Bulls,,Matt Thomas,placed on IL with NBA health and safety protocols
2021-12-08,Cavaliers,Dean Wade,,activated from IL
2021-12-08,Cavaliers,Dylan Windler,,activated from IL
2021-12-08,Clippers,Nicolas Batum,,activated from IL
2021-12-08,Jazz,Malik Fitts,,activated from IL
2021-12-08,Kings,,Louis King,placed on IL
2021-12-08,Kings,,Neemias Queta,placed on IL
2021-12-08,Kings,Harrison Barnes,,activated from IL
2021-12-08,Kings,Moe Harkless,,activated from IL
2021-12-08,Knicks,Jericho Sims,,activated from IL
2021-12-08,Mavericks,,Eugene Omoruyi,placed on IL
2021-12-08,Nuggets,Bol Bol,,activated from IL
2021-12-08,Nuggets,Bones Hyland,,activated from IL
2021-12-08,Pelicans,Josh Hart,,activated from IL
2021-12-08,Pistons,,Saben Lee,placed on IL
2021-12-08,Pistons,Hamidou Diallo,,activated from IL
2021-12-08,Raptors,,Precious Achiuwa,placed on IL with right shoulder tendinitis
2021-12-08,Timberwolves,Jaylen Nowell,,activated from IL
2021-12-08,Timberwolves,Patrick Beverley,,activated from IL
2021-12-08,Wizards,Spencer Dinwiddie,,activated from IL
2021-12-09,Bulls,,Derrick Jones Jr.,placed on IL with NBA health and safety protocols
2021-12-09,Celtics,Jabari Parker,,activated from IL
2021-12-09,Grizzlies,,Dillon Brooks,placed on IL with NBA health and safety protocols
2021-12-09,Grizzlies,Kyle Anderson,,activated from IL
2021-12-09,Jazz,,Malik Fitts,placed on IL
2021-12-09,Jazz,Hassan Whiteside,,activated from IL
2021-12-09,Kings,,Richaun Holmes,placed on IL with right eye injury
2021-12-09,Lakers,,Rajon Rondo,placed on IL with gastroenteritis
2021-12-09,Pelicans,,Kira Lewis Jr.,placed on IL with torn ACL in right knee (out for season)
2021-12-09,Spurs,,Keldon Johnson,placed on IL with sprained right ankle
2021-12-09,Spurs,Devin Vassell,,activated from IL
2021-12-10,Cavaliers,,Dylan Windler,placed on IL
2021-12-10,Celtics,,Josh Richardson,placed on IL with NBA health and safety protocols
2021-12-10,Hawks,Cam Reddish,,activated from IL
2021-12-10,Kings,,Robert Woodard II,placed on IL
2021-12-10,Knicks,,Jericho Sims,placed on IL
2021-12-10,Lakers,Rajon Rondo,,activated from IL
2021-12-10,Pistons,Saben Lee,,activated from IL
2021-12-10,Raptors,,David Johnson (Ricardo),placed on IL with strained left calf
2021-12-10,Suns,,Abdel Nader,placed on IL with right knee injury
2021-12-11,Bucks,,Wes Matthews Jr.,placed on IL with NBA health and safety protocols
2021-12-11,Bulls,,Ayo Dosunmu,placed on IL with NBA health and safety protocols
2021-12-11,Bulls,,Stanley Johnson,placed on IL with NBA health and safety protocols
2021-12-11,Bulls,Alex Caruso,,activated from IL
2021-12-11,Clippers,,Nicolas Batum,placed on IL with sprained right ankle
2021-12-11,Clippers,,Paul George,placed on IL with right elbow injury
2021-12-11,Grizzlies,,Jaren Jackson Jr.,placed on IL with sore left knee
2021-12-11,Grizzlies,Dillon Brooks,,activated from IL
2021-12-11,Heat,,Caleb Martin,placed on IL with NBA health and safety protocols
2021-12-11,Knicks,,Obi Toppin,placed on IL with NBA health and safety protocols
2021-12-11,Mavericks,,Luka Doncic,placed on IL with sore left ankle
2021-12-11,Nuggets,,Will Barton,placed on IL with illness
2021-12-11,Rockets,,Eric Gordon,placed on IL with right groin injury
2021-12-11,Rockets,Usman Garuba,,activated from IL
2021-12-11,Spurs,Keldon Johnson,,activated from IL
2021-12-11,Warriors,Andre Iguodala,,activated from IL
2021-12-11,Wizards,,Kyle Kuzma,placed on IL with NBA health and safety protocols
2021-12-11,Wizards,Cassius Winston,,activated from IL
2021-12-12,Blazers,,Greg Brown III,placed on IL with illness
2021-12-12,Blazers,Anfernee Simons,,activated from IL
2021-12-12,Blazers,Damian Lillard,,activated from IL
2021-12-12,Bucks,George Hill,,activated from IL
2021-12-12,Bulls,,Troy Brown Jr.,placed on IL with NBA health and safety protocols
2021-12-12,Bulls,,Zach LaVine,placed on IL with NBA health and safety protocols
2021-12-12,Celtics,Jaylen Brown,,activated from IL
2021-12-12,Hornets,Terry Rozier,,activated from IL
2021-12-12,Knicks,,R.J. Barrett,placed on IL with NBA health and safety protocols
2021-12-12,Knicks,Jericho Sims,,activated from IL
2021-12-12,Pistons,,Jerami Grant,placed on IL with sprained right thumb
2021-12-12,Raptors,,Precious Achiuwa,placed on IL with NBA health and safety protocols
2021-12-12,Rockets,Eric Gordon,,activated from IL
2021-12-12,Timberwolves,D'Angelo Russell,,activated from IL
2021-12-13,Bucks,,George Hill,placed on IL with conditioning
2021-12-13,Bulls,,Alize Johnson,placed on IL with NBA health and safety protocols
2021-12-13,Cavaliers,Dylan Windler,,activated from IL
2021-12-13,Celtics,Brodric Thomas,,activated from IL
2021-12-13,Celtics,Sam Hauser,,activated from IL
2021-12-13,Grizzlies,Jaren Jackson Jr.,,activated from IL
2021-12-13,Hornets,Jalen McDaniels,,activated from IL
2021-12-13,Kings,Louis King,,activated from IL
2021-12-13,Nets,,Paul Millsap,placed on IL with NBA health and safety protocols
2021-12-13,Nuggets,,JaMychal Green,placed on IL with sprained right ankle
2021-12-13,Suns,,Jalen Smith,placed on IL with illness
2021-12-13,Wizards,,Cassius Winston,placed on IL
2021-12-13,Hornets,Mason Plumlee,,activated from IL
2021-12-13,76ers,,Jaden Springer,placed on IL with concussion
